RunID,CheckSum,StepType,StepLabel,ChannelNumber,SampleIndex,CurveTime,CurvePressure,Weight
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,70,-9,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,80,-78,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,90,-195,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,100,-307,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,110,-410,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,120,-512,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,130,-576,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,140,-605,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,150,-625,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,160,-634,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,170,-639,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,180,-649,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,190,-654,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,200,-659,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,210,-664,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,220,-673,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,230,-673,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,240,-678,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,250,-688,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,260,-683,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,270,-683,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,280,-683,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,290,-683,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,300,-688,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,310,-693,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,320,-693,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,330,-698,0.04958
